locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
STBHUCCB_RS03695,STBHUCCB_RS03695,NC_016832.1,812414,813016,+,812114,812463
STBHUCCB_RS03700,STBHUCCB_RS03700,NC_016832.1,813135,813605,+,812835,813184
STBHUCCB_RS03705,STBHUCCB_RS03705,NC_016832.1,813673,814122,+,813373,813722
STBHUCCB_RS03710,STBHUCCB_RS03710,NC_016832.1,814238,814681,+,813938,814287
STBHUCCB_RS03720,STBHUCCB_RS03720,NC_016832.1,815650,816369,-,816319,816668
STBHUCCB_RS03725,STBHUCCB_RS03725,NC_016832.1,816374,818485,-,818435,818784
STBHUCCB_RS03745,baeR,NC_016832.1,820668,821390,-,821340,821689
STBHUCCB_RS03750,baeS,NC_016832.1,821387,822790,-,822740,823089
STBHUCCB_RS03755,STBHUCCB_RS03755,NC_016832.1,822790,824202,-,824152,824501
STBHUCCB_RS03760,mdtC,NC_016832.1,824199,827279,-,827229,827578
STBHUCCB_RS03765,mdtB,NC_016832.1,827280,830402,-,830352,830701
STBHUCCB_RS03770,mdtA,NC_016832.1,830402,831643,-,831593,831942
STBHUCCB_RS28145,STBHUCCB_RS28145,NC_016832.1,831926,831985,+,831626,831975
STBHUCCB_RS03775,yegD,NC_016832.1,832084,833436,-,833386,833735
STBHUCCB_RS03780,alkA,NC_016832.1,833570,834439,+,833270,833619
STBHUCCB_RS03785,STBHUCCB_RS03785,NC_016832.1,834407,837397,-,837347,837696
STBHUCCB_RS03790,udk,NC_016832.1,837728,838369,+,837428,837777
STBHUCCB_RS03795,dcd,NC_016832.1,838460,839041,+,838160,838509
STBHUCCB_RS03800,asmA,NC_016832.1,839080,840936,+,838780,839129
STBHUCCB_RS03805,STBHUCCB_RS03805,NC_016832.1,841022,842602,-,842552,842901
STBHUCCB_RS03810,STBHUCCB_RS03810,NC_016832.1,843276,844415,+,842976,843325
STBHUCCB_RS03815,wzb,NC_016832.1,844421,844870,+,844121,844470
STBHUCCB_RS03820,wzc,NC_016832.1,844867,847026,+,844567,844916
STBHUCCB_RS03825,wcaA,NC_016832.1,847113,847955,+,846813,847162
STBHUCCB_RS03830,wcaB,NC_016832.1,847958,848446,+,847658,848007
STBHUCCB_RS03835,wcaC,NC_016832.1,848443,849660,+,848143,848492
STBHUCCB_RS03845,wcaE,NC_016832.1,850861,851607,+,850561,850910
STBHUCCB_RS03850,wcaF,NC_016832.1,851623,852177,+,851323,851672
STBHUCCB_RS03855,gmd,NC_016832.1,852201,853322,+,851901,852250
STBHUCCB_RS03860,fcl,NC_016832.1,853325,854290,+,853025,853374
STBHUCCB_RS03865,STBHUCCB_RS03865,NC_016832.1,854293,854766,+,853993,854342
STBHUCCB_RS03870,wcaI,NC_016832.1,854763,855986,+,854463,854812
STBHUCCB_RS03875,cpsB,NC_016832.1,855983,857425,+,855683,856032
STBHUCCB_RS03880,cpsG,NC_016832.1,857536,858906,+,857236,857585
STBHUCCB_RS03885,wcaJ,NC_016832.1,858960,860354,+,858660,859009
STBHUCCB_RS03890,wzxC,NC_016832.1,860456,861934,+,860156,860505
STBHUCCB_RS03900,wcaL,NC_016832.1,863231,864451,+,862931,863280
STBHUCCB_RS03905,wcaM,NC_016832.1,864462,865865,+,864162,864511
STBHUCCB_RS03910,galF,NC_016832.1,866043,866936,+,865743,866092
STBHUCCB_RS03915,rfbB,NC_016832.1,867313,868398,+,867013,867362
STBHUCCB_RS03920,rfbD,NC_016832.1,868398,869297,+,868098,868447
STBHUCCB_RS03925,rfbA,NC_016832.1,869345,870223,+,869045,869394
STBHUCCB_RS03930,rfbC,NC_016832.1,870224,870775,+,869924,870273
STBHUCCB_RS03940,rfbF,NC_016832.1,871771,872544,+,871471,871820
STBHUCCB_RS03945,rfbG,NC_016832.1,872549,873628,+,872249,872598
STBHUCCB_RS03950,rfbH,NC_016832.1,873655,874968,+,873355,873704
STBHUCCB_RS03955,rfbS,NC_016832.1,875003,875842,+,874703,875052
STBHUCCB_RS03960,rfbE,NC_016832.1,875839,876855,+,875539,875888
STBHUCCB_RS03965,STBHUCCB_RS03965,NC_016832.1,876926,878224,+,876626,876975
STBHUCCB_RS03970,STBHUCCB_RS03970,NC_016832.1,878226,879227,+,877926,878275
STBHUCCB_RS03975,STBHUCCB_RS03975,NC_016832.1,879802,880863,+,879502,879851
STBHUCCB_RS03980,rfbN,NC_016832.1,880864,881808,+,880564,880913
STBHUCCB_RS03985,STBHUCCB_RS03985,NC_016832.1,881809,883248,+,881509,881858
STBHUCCB_RS03990,rfbK,NC_016832.1,883235,884668,+,882935,883284
STBHUCCB_RS03995,STBHUCCB_RS03995,NC_016832.1,884740,886170,+,884440,884789
STBHUCCB_RS04000,gndA,NC_016832.1,886334,887740,+,886034,886383
STBHUCCB_RS04005,ugd,NC_016832.1,887977,889143,+,887677,888026
STBHUCCB_RS04010,wzzB,NC_016832.1,889286,890269,+,888986,889335
STBHUCCB_RS04015,hisIE,NC_016832.1,890350,890961,-,890911,891260
STBHUCCB_RS04020,hisF,NC_016832.1,890955,891731,-,891681,892030
STBHUCCB_RS04025,hisA,NC_016832.1,891713,892450,-,892400,892749
STBHUCCB_RS04030,hisH,NC_016832.1,892450,893040,-,892990,893339
STBHUCCB_RS04035,hisB,NC_016832.1,893040,894107,-,894057,894406
STBHUCCB_RS04040,hisC,NC_016832.1,894104,895183,-,895133,895482
STBHUCCB_RS04045,hisD,NC_016832.1,895180,896484,-,896434,896783
STBHUCCB_RS04050,hisG,NC_016832.1,896587,897486,-,897436,897785
STBHUCCB_RS04055,STBHUCCB_RS04055,NC_016832.1,897837,898661,+,897537,897886
STBHUCCB_RS04060,STBHUCCB_RS04060,NC_016832.1,898707,899621,+,898407,898756
STBHUCCB_RS26995,yoeI,NC_016832.1,899855,899917,+,899555,899904
STBHUCCB_RS04065,plaP,NC_016832.1,899907,901265,+,899607,899956
STBHUCCB_RS04070,sbcB,NC_016832.1,901401,902831,-,902781,903130
STBHUCCB_RS04080,phsA,NC_016832.1,906159,908435,+,905859,906208
STBHUCCB_RS04085,phsB,NC_016832.1,908450,909028,+,908150,908499
STBHUCCB_RS04090,phsC,NC_016832.1,909025,909789,+,908725,909074
STBHUCCB_RS04105,sbmC,NC_016832.1,911236,911703,+,910936,911285
STBHUCCB_RS04110,STBHUCCB_RS04110,NC_016832.1,911822,912880,+,911522,911871
STBHUCCB_RS04115,STBHUCCB_RS04115,NC_016832.1,913125,913460,+,912825,913174
STBHUCCB_RS04120,pduX,NC_016832.1,913494,914360,-,914310,914659
STBHUCCB_RS04125,pduW,NC_016832.1,914454,915668,-,915618,915967
STBHUCCB_RS04130,pduV,NC_016832.1,915653,916105,-,916055,916404
STBHUCCB_RS04135,pduU,NC_016832.1,916110,916460,-,916410,916759
STBHUCCB_RS04140,pduT,NC_016832.1,916460,917014,-,916964,917313
STBHUCCB_RS04145,pduS,NC_016832.1,917017,918345,-,918295,918644
STBHUCCB_RS04150,pduQ,NC_016832.1,918369,919481,-,919431,919780
STBHUCCB_RS04155,pduP,NC_016832.1,919493,920887,-,920837,921186
STBHUCCB_RS04160,pduO,NC_016832.1,920884,921894,-,921844,922193
STBHUCCB_RS04170,pduM,NC_016832.1,922182,922673,-,922623,922972
STBHUCCB_RS04175,STBHUCCB_RS04175,NC_016832.1,922670,923302,-,923252,923601
STBHUCCB_RS04180,pduK,NC_016832.1,923302,923784,-,923734,924083
STBHUCCB_RS04185,pduJ,NC_016832.1,923788,924063,-,924013,924362
STBHUCCB_RS04190,pduH,NC_016832.1,924083,924433,-,924383,924732
STBHUCCB_RS04195,pduG,NC_016832.1,924423,926255,-,926205,926554
STBHUCCB_RS04200,pduE,NC_016832.1,926462,926983,-,926933,927282
STBHUCCB_RS04205,pduD,NC_016832.1,926998,927672,-,927622,927971
STBHUCCB_RS04210,pduC,NC_016832.1,927683,929347,-,929297,929646
STBHUCCB_RS04215,pduB,NC_016832.1,929366,930178,-,930128,930477
STBHUCCB_RS04220,pduA,NC_016832.1,930175,930459,-,930409,930758
STBHUCCB_RS04225,pduF,NC_016832.1,930984,931778,+,930684,931033
STBHUCCB_RS04230,pocR,NC_016832.1,931995,932909,+,931695,932044
STBHUCCB_RS04240,cbiB,NC_016832.1,934882,935841,+,934582,934931
STBHUCCB_RS04245,STBHUCCB_RS04245,NC_016832.1,935852,936331,+,935552,935901
STBHUCCB_RS04250,cbiD,NC_016832.1,936331,937470,+,936031,936380
STBHUCCB_RS04255,STBHUCCB_RS04255,NC_016832.1,937464,938069,+,937164,937513
STBHUCCB_RS04260,STBHUCCB_RS04260,NC_016832.1,938059,938637,+,937759,938108
STBHUCCB_RS04265,STBHUCCB_RS04265,NC_016832.1,938621,939394,+,938321,938670
STBHUCCB_RS04270,cbiG,NC_016832.1,939375,940430,+,939075,939424
STBHUCCB_RS04275,STBHUCCB_RS04275,NC_016832.1,940430,941155,+,940130,940479
STBHUCCB_RS04290,STBHUCCB_RS04290,NC_016832.1,942735,943448,+,942435,942784
STBHUCCB_RS04300,STBHUCCB_RS04300,NC_016832.1,944183,944464,+,943883,944232
STBHUCCB_RS04305,STBHUCCB_RS04305,NC_016832.1,944451,945128,+,944151,944500
STBHUCCB_RS04310,STBHUCCB_RS04310,NC_016832.1,945137,945952,+,944837,945186
STBHUCCB_RS04315,STBHUCCB_RS04315,NC_016832.1,945949,947469,+,945649,945998
STBHUCCB_RS04320,cobU,NC_016832.1,947466,948011,+,947166,947515
STBHUCCB_RS04325,cobS,NC_016832.1,948008,948751,+,947708,948057
STBHUCCB_RS04330,cobT,NC_016832.1,948778,949848,+,948478,948827
STBHUCCB_RS04335,ldtA,NC_016832.1,949926,950855,+,949626,949975
STBHUCCB_RS04345,STBHUCCB_RS04345,NC_016832.1,951081,951156,-,951106,951455
STBHUCCB_RS04350,STBHUCCB_RS04350,NC_016832.1,951316,952773,+,951016,951365
STBHUCCB_RS04355,STBHUCCB_RS04355,NC_016832.1,952914,952989,+,952614,952963
STBHUCCB_RS04370,STBHUCCB_RS04370,NC_016832.1,953867,954193,+,953567,953916
STBHUCCB_RS04375,STBHUCCB_RS04375,NC_016832.1,954182,954343,-,954293,954642
STBHUCCB_RS04380,STBHUCCB_RS04380,NC_016832.1,954389,955843,+,954089,954438
STBHUCCB_RS26450,STBHUCCB_RS26450,NC_016832.1,955933,956211,+,955633,955982
STBHUCCB_RS04390,STBHUCCB_RS04390,NC_016832.1,956748,957611,+,956448,956797
STBHUCCB_RS04395,STBHUCCB_RS04395,NC_016832.1,957798,958013,+,957498,957847
STBHUCCB_RS04400,STBHUCCB_RS04400,NC_016832.1,958043,958354,+,957743,958092
STBHUCCB_RS04405,STBHUCCB_RS04405,NC_016832.1,958369,958755,+,958069,958418
STBHUCCB_RS04410,STBHUCCB_RS04410,NC_016832.1,958772,959059,+,958472,958821
STBHUCCB_RS04415,STBHUCCB_RS04415,NC_016832.1,959145,959438,+,958845,959194
STBHUCCB_RS04420,STBHUCCB_RS04420,NC_016832.1,959551,959946,+,959251,959600
STBHUCCB_RS04425,STBHUCCB_RS04425,NC_016832.1,960043,960336,-,960286,960635
STBHUCCB_RS04430,STBHUCCB_RS04430,NC_016832.1,961129,961773,+,960829,961178
STBHUCCB_RS04435,mobQ,NC_016832.1,961849,963360,-,963310,963659
STBHUCCB_RS04440,STBHUCCB_RS04440,NC_016832.1,965017,965526,+,964717,965066
STBHUCCB_RS04445,STBHUCCB_RS04445,NC_016832.1,965573,966088,+,965273,965622
STBHUCCB_RS04450,STBHUCCB_RS04450,NC_016832.1,966172,966495,+,965872,966221
STBHUCCB_RS04455,pilV,NC_016832.1,966807,968228,+,966507,966856
STBHUCCB_RS04460,STBHUCCB_RS04460,NC_016832.1,968596,971556,-,971506,971855
STBHUCCB_RS04465,STBHUCCB_RS04465,NC_016832.1,971566,973542,-,973492,973841
STBHUCCB_RS04470,STBHUCCB_RS04470,NC_016832.1,973737,975125,+,973437,973786
STBHUCCB_RS04475,STBHUCCB_RS04475,NC_016832.1,975172,976446,-,976396,976745
STBHUCCB_RS04480,STBHUCCB_RS04480,NC_016832.1,976627,976702,-,976652,977001
STBHUCCB_RS27370,STBHUCCB_RS27370,NC_016832.1,977012,977176,+,976712,977061
STBHUCCB_RS04490,STBHUCCB_RS04490,NC_016832.1,977250,977325,-,977275,977624
STBHUCCB_RS04495,mtfA,NC_016832.1,977426,978223,-,978173,978522
STBHUCCB_RS04500,STBHUCCB_RS04500,NC_016832.1,978312,978401,+,978012,978361
STBHUCCB_RS04510,STBHUCCB_RS04510,NC_016832.1,978992,979411,+,978692,979041
STBHUCCB_RS04515,STBHUCCB_RS04515,NC_016832.1,979414,980682,+,979114,979463
STBHUCCB_RS04520,cspE,NC_016832.1,981128,981340,+,980828,981177
STBHUCCB_RS24975,STBHUCCB_RS24975,NC_016832.1,981351,981539,+,981051,981400
STBHUCCB_RS04525,ompS1,NC_016832.1,981800,982984,-,982934,983283
STBHUCCB_RS04530,drpB,NC_016832.1,983635,983946,+,983335,983684
STBHUCCB_RS04535,STBHUCCB_RS04535,NC_016832.1,984026,984721,+,983726,984075
STBHUCCB_RS04540,STBHUCCB_RS04540,NC_016832.1,984795,986225,+,984495,984844
STBHUCCB_RS04545,STBHUCCB_RS04545,NC_016832.1,986206,986676,+,985906,986255
STBHUCCB_RS04550,yedA,NC_016832.1,986665,987585,-,987535,987884
STBHUCCB_RS04560,STBHUCCB_RS04560,NC_016832.1,988749,988934,+,988449,988798
STBHUCCB_RS04565,dgcQ,NC_016832.1,989099,990802,+,988799,989148
STBHUCCB_RS04570,STBHUCCB_RS04570,NC_016832.1,990781,991596,-,991546,991895
STBHUCCB_RS04575,yodD,NC_016832.1,991906,992133,-,992083,992432
STBHUCCB_RS04580,dsrB,NC_016832.1,992262,992456,+,991962,992311
STBHUCCB_RS04585,rcsA,NC_016832.1,992495,993118,-,993068,993417
STBHUCCB_RS04590,fliR,NC_016832.1,993400,994194,-,994144,994493
STBHUCCB_RS04595,fliQ,NC_016832.1,994203,994472,-,994422,994771
STBHUCCB_RS04600,fliP,NC_016832.1,994482,995219,-,995169,995518
STBHUCCB_RS04605,fliO,NC_016832.1,995219,995596,-,995546,995895
STBHUCCB_RS04610,fliN,NC_016832.1,995596,996009,-,995959,996308
STBHUCCB_RS04615,fliM,NC_016832.1,996006,997010,-,996960,997309
STBHUCCB_RS04620,fliL,NC_016832.1,997015,997482,-,997432,997781
STBHUCCB_RS04625,fliK,NC_016832.1,997587,998816,-,998766,999115
STBHUCCB_RS04630,fliJ,NC_016832.1,998813,999256,-,999206,999555
STBHUCCB_RS04635,fliI,NC_016832.1,999278,1000648,-,1000598,1000947
STBHUCCB_RS04640,fliH,NC_016832.1,1000648,1001355,-,1001305,1001654
STBHUCCB_RS04645,fliG,NC_016832.1,1001348,1002343,-,1002293,1002642
STBHUCCB_RS04650,fliF,NC_016832.1,1002336,1004018,-,1003968,1004317
STBHUCCB_RS04655,fliE,NC_016832.1,1004235,1004549,+,1003935,1004284
STBHUCCB_RS04660,STBHUCCB_RS04660,NC_016832.1,1004669,1005055,-,1005005,1005354
STBHUCCB_RS04665,yedF,NC_016832.1,1005320,1005553,-,1005503,1005852
STBHUCCB_RS04670,yedE,NC_016832.1,1005550,1006755,-,1006705,1007054
STBHUCCB_RS04675,yedD,NC_016832.1,1006962,1007375,+,1006662,1007011
STBHUCCB_RS04680,amyA,NC_016832.1,1007415,1008899,-,1008849,1009198
STBHUCCB_RS04685,fliT,NC_016832.1,1008971,1009339,-,1009289,1009638
STBHUCCB_RS04690,fliS,NC_016832.1,1009339,1009746,-,1009696,1010045
STBHUCCB_RS04695,fliD,NC_016832.1,1009761,1011164,-,1011114,1011463
STBHUCCB_RS04700,STBHUCCB_RS04700,NC_016832.1,1011421,1012941,+,1011121,1011470
STBHUCCB_RS04710,STBHUCCB_RS04710,NC_016832.1,1014421,1015140,+,1014121,1014470
STBHUCCB_RS04715,fliZ,NC_016832.1,1015199,1015750,+,1014899,1015248
STBHUCCB_RS04720,tcyJ,NC_016832.1,1015897,1016697,+,1015597,1015946
STBHUCCB_RS04725,dcyD,NC_016832.1,1016851,1017837,+,1016551,1016900
STBHUCCB_RS04730,tcyL,NC_016832.1,1017858,1018526,+,1017558,1017907
STBHUCCB_RS04735,tcyN,NC_016832.1,1018523,1019275,+,1018223,1018572
STBHUCCB_RS04740,sdiA,NC_016832.1,1019508,1020230,+,1019208,1019557
STBHUCCB_RS04745,STBHUCCB_RS04745,NC_016832.1,1020297,1020521,-,1020471,1020820
STBHUCCB_RS04750,STBHUCCB_RS04750,NC_016832.1,1020518,1020673,-,1020623,1020972
STBHUCCB_RS04760,STBHUCCB_RS04760,NC_016832.1,1021534,1022742,+,1021234,1021583
STBHUCCB_RS04770,uvrC,NC_016832.1,1022976,1024808,+,1022676,1023025
STBHUCCB_RS04775,pgsA,NC_016832.1,1024865,1025413,+,1024565,1024914
STBHUCCB_RS04780,STBHUCCB_RS04780,NC_016832.1,1025565,1025640,+,1025265,1025614
STBHUCCB_RS04785,STBHUCCB_RS04785,NC_016832.1,1025693,1025766,+,1025393,1025742
STBHUCCB_RS04790,STBHUCCB_RS04790,NC_016832.1,1025778,1025864,+,1025478,1025827
STBHUCCB_RS04800,STBHUCCB_RS04800,NC_016832.1,1026658,1028097,+,1026358,1026707
STBHUCCB_RS04810,STBHUCCB_RS04810,NC_016832.1,1028874,1029539,+,1028574,1028923
STBHUCCB_RS04815,tyrP,NC_016832.1,1029614,1030825,-,1030775,1031124
STBHUCCB_RS04820,STBHUCCB_RS04820,NC_016832.1,1031052,1031291,+,1030752,1031101
STBHUCCB_RS04825,ftnA,NC_016832.1,1031337,1031834,-,1031784,1032133
STBHUCCB_RS04830,STBHUCCB_RS04830,NC_016832.1,1032074,1032409,-,1032359,1032708
STBHUCCB_RS04835,STBHUCCB_RS04835,NC_016832.1,1032740,1033243,-,1033193,1033542
STBHUCCB_RS04840,STBHUCCB_RS04840,NC_016832.1,1033793,1034350,+,1033493,1033842
STBHUCCB_RS04850,otsB,NC_016832.1,1034984,1035787,+,1034684,1035033
STBHUCCB_RS04855,otsA,NC_016832.1,1035762,1037183,+,1035462,1035811
STBHUCCB_RS04865,STBHUCCB_RS04865,NC_016832.1,1037625,1037741,-,1037691,1038040
STBHUCCB_RS04870,flhD,NC_016832.1,1038424,1038765,+,1038124,1038473
STBHUCCB_RS04875,flhC,NC_016832.1,1038762,1039346,+,1038462,1038811
STBHUCCB_RS04880,motA,NC_016832.1,1039474,1040361,+,1039174,1039523
STBHUCCB_RS04885,motB,NC_016832.1,1040358,1041287,+,1040058,1040407
STBHUCCB_RS04890,cheA,NC_016832.1,1041292,1043307,+,1040992,1041341
STBHUCCB_RS04895,cheW,NC_016832.1,1043328,1043831,+,1043028,1043377
STBHUCCB_RS04900,tar,NC_016832.1,1044068,1045729,+,1043768,1044117
STBHUCCB_RS04905,cheR,NC_016832.1,1045890,1046756,+,1045590,1045939
STBHUCCB_RS04910,cheB,NC_016832.1,1046753,1047802,+,1046453,1046802
STBHUCCB_RS04915,cheY,NC_016832.1,1047820,1048209,+,1047520,1047869
STBHUCCB_RS04920,cheZ,NC_016832.1,1048220,1048864,+,1047920,1048269
STBHUCCB_RS04925,flhB,NC_016832.1,1049058,1050209,+,1048758,1049107
STBHUCCB_RS04930,flhA,NC_016832.1,1050202,1052280,+,1049902,1050251
STBHUCCB_RS04935,flhE,NC_016832.1,1052280,1052672,+,1051980,1052329
STBHUCCB_RS04940,STBHUCCB_RS04940,NC_016832.1,1052909,1054048,+,1052609,1052958
STBHUCCB_RS04950,argS,NC_016832.1,1056162,1057895,-,1057845,1058194
STBHUCCB_RS04955,STBHUCCB_RS04955,NC_016832.1,1058132,1058701,+,1057832,1058181
STBHUCCB_RS04965,cmoB,NC_016832.1,1059704,1060675,-,1060625,1060974
STBHUCCB_RS04970,cmoA,NC_016832.1,1060672,1061415,-,1061365,1061714
STBHUCCB_RS04975,STBHUCCB_RS04975,NC_016832.1,1061456,1061851,-,1061801,1062150
STBHUCCB_RS04980,STBHUCCB_RS04980,NC_016832.1,1061904,1062722,-,1062672,1063021
STBHUCCB_RS04985,STBHUCCB_RS04985,NC_016832.1,1062719,1063285,-,1063235,1063584
STBHUCCB_RS04990,aspS,NC_016832.1,1063610,1065382,+,1063310,1063659
STBHUCCB_RS04995,nudB,NC_016832.1,1065485,1065937,+,1065185,1065534
STBHUCCB_RS05000,STBHUCCB_RS05000,NC_016832.1,1065967,1066707,+,1065667,1066016
STBHUCCB_RS05005,ruvC,NC_016832.1,1066744,1067265,+,1066444,1066793
STBHUCCB_RS05010,STBHUCCB_RS05010,NC_016832.1,1067267,1067866,-,1067816,1068165
STBHUCCB_RS05015,STBHUCCB_RS05015,NC_016832.1,1068076,1068768,+,1067776,1068125
STBHUCCB_RS05020,ruvA,NC_016832.1,1069128,1069739,+,1068828,1069177
STBHUCCB_RS05025,ruvB,NC_016832.1,1069748,1070758,+,1069448,1069797
STBHUCCB_RS05030,znuB,NC_016832.1,1070837,1071622,-,1071572,1071921
STBHUCCB_RS05035,znuC,NC_016832.1,1071619,1072374,-,1072324,1072673
STBHUCCB_RS05040,znuA,NC_016832.1,1072453,1073397,+,1072153,1072502
STBHUCCB_RS05045,mepM,NC_016832.1,1073413,1074732,+,1073113,1073462
STBHUCCB_RS05050,lpxM,NC_016832.1,1074849,1075820,+,1074549,1074898
STBHUCCB_RS05055,pyk,NC_016832.1,1075893,1077335,-,1077285,1077634
STBHUCCB_RS05060,STBHUCCB_RS05060,NC_016832.1,1077459,1078328,-,1078278,1078627
STBHUCCB_RS05065,zwf,NC_016832.1,1078670,1080145,+,1078370,1078719
STBHUCCB_RS05070,edd,NC_016832.1,1080380,1082191,+,1080080,1080429
STBHUCCB_RS05075,kdgA,NC_016832.1,1082229,1082870,+,1081929,1082278
STBHUCCB_RS05080,purT,NC_016832.1,1082970,1084148,-,1084098,1084447
STBHUCCB_RS05085,yebG,NC_016832.1,1084279,1084569,+,1083979,1084328
STBHUCCB_RS05090,yebF,NC_016832.1,1084637,1084990,+,1084337,1084686
STBHUCCB_RS05095,STBHUCCB_RS05095,NC_016832.1,1085084,1085743,+,1084784,1085133
STBHUCCB_RS05100,ptrB,NC_016832.1,1085957,1088008,+,1085657,1086006
STBHUCCB_RS05105,exoX,NC_016832.1,1088045,1088743,-,1088693,1089042
STBHUCCB_RS05110,STBHUCCB_RS05110,NC_016832.1,1088767,1089423,-,1089373,1089722
STBHUCCB_RS05115,STBHUCCB_RS05115,NC_016832.1,1089531,1089761,-,1089711,1090060
STBHUCCB_RS05120,yobA,NC_016832.1,1089899,1090273,+,1089599,1089948
STBHUCCB_RS05125,copD,NC_016832.1,1090274,1091149,+,1089974,1090323
STBHUCCB_RS05130,STBHUCCB_RS05130,NC_016832.1,1091166,1091519,+,1090866,1091215
STBHUCCB_RS05165,STBHUCCB_RS05165,NC_016832.1,1093356,1094486,-,1094436,1094785
STBHUCCB_RS05170,STBHUCCB_RS05170,NC_016832.1,1094882,1096861,+,1094582,1094931
STBHUCCB_RS05180,STBHUCCB_RS05180,NC_016832.1,1097270,1097884,-,1097834,1098183
STBHUCCB_RS05185,STBHUCCB_RS05185,NC_016832.1,1097894,1098052,-,1098002,1098351
STBHUCCB_RS05190,STBHUCCB_RS05190,NC_016832.1,1098185,1099099,-,1099049,1099398
STBHUCCB_RS05215,STBHUCCB_RS05215,NC_016832.1,1102136,1102276,-,1102226,1102575
STBHUCCB_RS26460,STBHUCCB_RS26460,NC_016832.1,1102445,1102711,-,1102661,1103010
STBHUCCB_RS05225,STBHUCCB_RS05225,NC_016832.1,1103082,1103501,+,1102782,1103131
STBHUCCB_RS05230,STBHUCCB_RS05230,NC_016832.1,1103889,1104365,-,1104315,1104664
STBHUCCB_RS05235,STBHUCCB_RS05235,NC_016832.1,1104694,1105089,-,1105039,1105388
STBHUCCB_RS05245,STBHUCCB_RS05245,NC_016832.1,1106779,1106943,+,1106479,1106828
STBHUCCB_RS28080,STBHUCCB_RS28080,NC_016832.1,1106934,1107149,+,1106634,1106983
STBHUCCB_RS05250,pphA,NC_016832.1,1107167,1107817,+,1106867,1107216
STBHUCCB_RS05255,STBHUCCB_RS05255,NC_016832.1,1107836,1108027,-,1107977,1108326
STBHUCCB_RS05260,STBHUCCB_RS05260,NC_016832.1,1108138,1108374,-,1108324,1108673
STBHUCCB_RS05265,rsmF,NC_016832.1,1108492,1109931,-,1109881,1110230
STBHUCCB_RS05270,STBHUCCB_RS05270,NC_016832.1,1110009,1112642,-,1112592,1112941
STBHUCCB_RS05275,yebS,NC_016832.1,1112611,1113894,-,1113844,1114193
STBHUCCB_RS05280,STBHUCCB_RS05280,NC_016832.1,1114023,1114520,+,1113723,1114072
STBHUCCB_RS05285,proQ,NC_016832.1,1114618,1115304,+,1114318,1114667
STBHUCCB_RS05290,prc,NC_016832.1,1115324,1117372,+,1115024,1115373
STBHUCCB_RS05295,htpX,NC_016832.1,1117565,1118446,+,1117265,1117614
STBHUCCB_RS05305,kdgR,NC_016832.1,1120042,1120833,+,1119742,1120091
STBHUCCB_RS05310,yobH,NC_016832.1,1121045,1121284,-,1121234,1121583
STBHUCCB_RS05315,mgrB,NC_016832.1,1121437,1121580,+,1121137,1121486
STBHUCCB_RS05320,STBHUCCB_RS05320,NC_016832.1,1121651,1121938,+,1121351,1121700
STBHUCCB_RS05325,STBHUCCB_RS05325,NC_016832.1,1122587,1122730,+,1122287,1122636
STBHUCCB_RS05330,cspE,NC_016832.1,1122743,1122952,+,1122443,1122792
STBHUCCB_RS05335,ftsI,NC_016832.1,1123172,1124917,+,1122872,1123221
STBHUCCB_RS05340,rlmA,NC_016832.1,1124983,1125792,+,1124683,1125032
STBHUCCB_RS05345,mntP,NC_016832.1,1125789,1126355,-,1126305,1126654
STBHUCCB_RS05350,STBHUCCB_RS05350,NC_016832.1,1126765,1127223,-,1127173,1127522
STBHUCCB_RS05355,STBHUCCB_RS05355,NC_016832.1,1127282,1128133,-,1128083,1128432
STBHUCCB_RS05360,manY,NC_016832.1,1128146,1128946,-,1128896,1129245
STBHUCCB_RS05365,manX,NC_016832.1,1128999,1129967,-,1129917,1130266
STBHUCCB_RS28150,STBHUCCB_RS28150,NC_016832.1,1130285,1130452,+,1129985,1130334
STBHUCCB_RS05375,yoaE,NC_016832.1,1130440,1131999,+,1130140,1130489
STBHUCCB_RS05380,STBHUCCB_RS05380,NC_016832.1,1132021,1133622,-,1133572,1133921
STBHUCCB_RS05385,sdaA,NC_016832.1,1133760,1135124,-,1135074,1135423
STBHUCCB_RS05390,STBHUCCB_RS05390,NC_016832.1,1135388,1135966,-,1135916,1136265
STBHUCCB_RS05395,pabB,NC_016832.1,1135970,1137334,-,1137284,1137633
STBHUCCB_RS05400,STBHUCCB_RS05400,NC_016832.1,1137415,1137594,+,1137115,1137464
STBHUCCB_RS05405,STBHUCCB_RS05405,NC_016832.1,1137600,1137944,-,1137894,1138243
STBHUCCB_RS05410,STBHUCCB_RS05410,NC_016832.1,1138076,1139986,+,1137776,1138125
STBHUCCB_RS05415,tsaB,NC_016832.1,1140044,1140739,+,1139744,1140093
STBHUCCB_RS05420,STBHUCCB_RS05420,NC_016832.1,1140810,1141391,+,1140510,1140859
STBHUCCB_RS05425,fadD,NC_016832.1,1141596,1143281,+,1141296,1141645
STBHUCCB_RS05430,rnd,NC_016832.1,1143354,1144481,+,1143054,1143403
STBHUCCB_RS05435,minE,NC_016832.1,1144603,1144869,-,1144819,1145168
STBHUCCB_RS05440,minD,NC_016832.1,1144873,1145685,-,1145635,1145984
STBHUCCB_RS05445,minC,NC_016832.1,1145709,1146416,-,1146366,1146715
