locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
STM1135,ycdW,NC_003197.2,1225044,1225993,+,1224744,1225093
STM1136,ycdX,NC_003197.2,1226065,1226814,+,1225765,1226114
STM1137,ycdY,NC_003197.2,1226824,1227392,+,1226524,1226873
STM1138,ycdZ,NC_003197.2,1227445,1227975,+,1227145,1227494
STM1139,csgG,NC_003197.2,1228014,1228860,-,1228810,1229159
STM1140,csgF,NC_003197.2,1228874,1229302,-,1229252,1229601
STM1141,csgE,NC_003197.2,1229317,1229726,-,1229676,1230025
STM1142,csgD,NC_003197.2,1229717,1230380,-,1230330,1230679
STM1143,csgB,NC_003197.2,1231000,1231577,+,1230700,1231049
STM1144,csgA,NC_003197.2,1231605,1232074,+,1231305,1231654
STM1145,csgC,NC_003197.2,1232127,1232462,+,1231827,1232176
STM1146,ymdA,NC_003197.2,1232582,1232913,+,1232282,1232631
STM1147,STM1147,NC_003197.2,1232988,1233541,+,1232688,1233037
STM1148,ymdC,NC_003197.2,1233480,1234964,+,1233180,1233529
STM1149,mdoC,NC_003197.2,1234981,1236153,-,1236103,1236452
STM1150,mdoG,NC_003197.2,1236311,1237942,+,1236011,1236360
STM1151,mdoH,NC_003197.2,1237935,1240478,+,1237635,1237984
STM1152,yceK,NC_003197.2,1240542,1240779,+,1240242,1240591
STM1153,msyB,NC_003197.2,1240780,1241167,-,1241117,1241466
STM1154,yceE,NC_003197.2,1241236,1242460,-,1242410,1242759
STM1155,htrB,NC_003197.2,1242605,1243535,-,1243485,1243834
STM1156,yceA,NC_003197.2,1243730,1244797,+,1243430,1243779
STM1157,yceI,NC_003197.2,1244849,1245437,-,1245387,1245736
STM1158,STM1158,NC_003197.2,1245421,1246004,-,1245954,1246303
STM1159,yceO,NC_003197.2,1246256,1246379,-,1246329,1246678
STM1160,solA,NC_003197.2,1246410,1247537,-,1247487,1247836
STM1161,yceP,NC_003197.2,1247641,1247907,-,1247857,1248206
STM1162,dinI,NC_003197.2,1248185,1248442,-,1248392,1248741
STM1163,pyrC,NC_003197.2,1248504,1249628,-,1249578,1249927
STM1164,yceB,NC_003197.2,1249655,1250225,-,1250175,1250524
STM1165,grxB,NC_003197.2,1250340,1250997,-,1250947,1251296
STM1166,yceL,NC_003197.2,1251051,1252267,-,1252217,1252566
STM1167,rimJ,NC_003197.2,1252476,1253080,+,1252176,1252525
STM1168,yceH,NC_003197.2,1253097,1253763,+,1252797,1253146
STM1169,mviM,NC_003197.2,1253752,1254688,+,1253452,1253801
STM1170,mviN,NC_003197.2,1254942,1256527,+,1254642,1254991
STM1171,flgN,NC_003197.2,1256609,1257031,-,1256981,1257330
STM1172,flgM,NC_003197.2,1257036,1257341,-,1257291,1257640
STM1173,flgA,NC_003197.2,1257421,1258094,-,1258044,1258393
STM1174,flgB,NC_003197.2,1258229,1258653,+,1257929,1258278
STM1175,flgC,NC_003197.2,1258643,1259061,+,1258343,1258692
STM1176,flgD,NC_003197.2,1259061,1259771,+,1258761,1259110
STM1177,flgE,NC_003197.2,1259786,1261009,+,1259486,1259835
STM1178,flgF,NC_003197.2,1261017,1261785,+,1260717,1261066
STM1179,flgG,NC_003197.2,1261788,1262581,+,1261488,1261837
STM1180,flgH,NC_003197.2,1262630,1263334,+,1262330,1262679
STM1181,flgI,NC_003197.2,1263337,1264443,+,1263037,1263386
STM1182,flgJ,NC_003197.2,1264429,1265393,+,1264129,1264478
STM1183,flgK,NC_003197.2,1265447,1267119,+,1265147,1265496
STM1184,flgL,NC_003197.2,1267119,1268087,+,1266819,1267168
STM1185,rne,NC_003197.2,1268344,1271547,-,1271497,1271846
STM1187,rluC,NC_003197.2,1272121,1273080,+,1271821,1272170
STM1188,STM1188,NC_003197.2,1273236,1273979,+,1272936,1273285
STM1189,yceF,NC_003197.2,1274481,1275077,-,1275027,1275376
STM1190,yceD,NC_003197.2,1275222,1275784,+,1274922,1275271
STM1191,rpmF,NC_003197.2,1275822,1276009,+,1275522,1275871
STM1192,plsX,NC_003197.2,1276126,1277222,+,1275826,1276175
STM1193,fabH,NC_003197.2,1277302,1278255,+,1277002,1277351
STM1194,fabD,NC_003197.2,1278259,1279200,+,1277959,1278308
STM1195,fabG,NC_003197.2,1279203,1279947,+,1278903,1279252
STM1196,acpP,NC_003197.2,1280087,1280339,+,1279787,1280136
STM1197,fabF,NC_003197.2,1280412,1281666,+,1280112,1280461
STM1198,pabC,NC_003197.2,1281779,1282599,+,1281479,1281828
STM1199,yceG,NC_003197.2,1282602,1283624,+,1282302,1282651
STM1200,tmk,NC_003197.2,1283604,1284255,+,1283304,1283653
STM1201,holB,NC_003197.2,1284238,1285256,+,1283938,1284287
STM1202,ycfH,NC_003197.2,1285257,1286064,+,1284957,1285306
STM1203,ptsG,NC_003197.2,1286342,1287792,+,1286042,1286391
STM1204,fhuE,NC_003197.2,1287877,1290063,-,1290013,1290362
STM1205,ycfF,NC_003197.2,1290381,1290752,+,1290081,1290430
STM1206,ycfL,NC_003197.2,1290742,1291129,+,1290442,1290791
STM1207,ycfM,NC_003197.2,1291128,1291781,+,1290828,1291177
STM1208,ycfN,NC_003197.2,1291753,1292586,+,1291453,1291802
STM1209,nagZ,NC_003197.2,1292585,1293622,+,1292285,1292634
STM1210,ycfP,NC_003197.2,1293636,1294189,+,1293336,1293685
STM1211,ndh,NC_003197.2,1294327,1295748,+,1294027,1294376
STM1212,ycfJ,NC_003197.2,1295913,1296466,+,1295613,1295962
STM1213,ycfQ,NC_003197.2,1296541,1297192,-,1297142,1297491
STM1214,ycfR,NC_003197.2,1297406,1297675,+,1297106,1297455
STM1215,ycfS,NC_003197.2,1297772,1298751,-,1298701,1299050
STM1216,mfd,NC_003197.2,1298885,1302349,-,1302299,1302648
STM1217,ycfU,NC_003197.2,1302558,1303868,+,1302258,1302607
STM1218,ycfV,NC_003197.2,1303848,1304562,+,1303548,1303897
STM1219,ycfW,NC_003197.2,1304548,1305806,+,1304248,1304597
STM1220,ycfX,NC_003197.2,1305824,1306746,+,1305524,1305873
STM1221,cobB,NC_003197.2,1306756,1307586,+,1306456,1306805
STM1222,potD,NC_003197.2,1307668,1308727,-,1308677,1309026
STM1223,potC,NC_003197.2,1308739,1309532,-,1309482,1309831
STM1224,sifA,NC_003197.2,1309834,1310844,-,1310794,1311143
STM1225,potB,NC_003197.2,1311173,1312052,-,1312002,1312351
STM1226,potA,NC_003197.2,1312020,1313156,-,1313106,1313455
STM1227,pepT,NC_003197.2,1313395,1314636,+,1313095,1313444
STM1228,STM1228,NC_003197.2,1314636,1315974,+,1314336,1314685
STM1229,ycfD,NC_003197.2,1316014,1317148,-,1317098,1317447
STM1230,phoQ,NC_003197.2,1317216,1318679,-,1318629,1318978
STM1231,phoP,NC_003197.2,1318679,1319365,-,1319315,1319664
STM1232,purB,NC_003197.2,1319477,1320862,-,1320812,1321161
STM1233,ycfC,NC_003197.2,1320851,1321550,-,1321500,1321849
STM1234,trmU,NC_003197.2,1321579,1322739,-,1322689,1323038
STM1235,ymfB,NC_003197.2,1322739,1323210,-,1323160,1323509
STM1236,STM1236,NC_003197.2,1323212,1323549,-,1323499,1323848
STM1237,ymfC,NC_003197.2,1323538,1324203,-,1324153,1324502
STM1238,icdA,NC_003197.2,1324219,1325625,+,1323919,1324268
STM1239,STM1239,NC_003197.2,1326065,1327197,+,1325765,1326114
STM1240,envF,NC_003197.2,1328179,1328972,-,1328922,1329271
STM1241,msgA,NC_003197.2,1329456,1329702,-,1329652,1330001
STM1242,envE,NC_003197.2,1329886,1330411,-,1330361,1330710
STM1243,STM1243,NC_003197.2,1330822,1331045,-,1330995,1331344
STM1244,pagD,NC_003197.2,1331166,1331437,-,1331387,1331736
STM1246,pagC,NC_003197.2,1332234,1332798,+,1331934,1332283
STM1247,STM1247,NC_003197.2,1333199,1333272,+,1332899,1333248
STM1249,STM1249,NC_003197.2,1334035,1334385,-,1334335,1334684
STM1250,STM1250,NC_003197.2,1335077,1335354,+,1334777,1335126
STM1251,STM1251,NC_003197.2,1335498,1335973,+,1335198,1335547
STM1252,STM1252,NC_003197.2,1336306,1337355,+,1336006,1336355
STM1253,STM1253,NC_003197.2,1337438,1337981,-,1337931,1338280
STM1254,STM1254,NC_003197.2,1338117,1338436,-,1338386,1338735
STM1255,STM1255,NC_003197.2,1339105,1340747,+,1338805,1339154
STM1256,STM1256,NC_003197.2,1340741,1341721,+,1340441,1340790
STM1257,STM1257,NC_003197.2,1341704,1342523,+,1341404,1341753
STM1258,STM1258,NC_003197.2,1342510,1343314,+,1342210,1342559
STM1259,STM1259,NC_003197.2,1343301,1343898,+,1343001,1343350
STM1260,STM1260,NC_003197.2,1343980,1345119,-,1345069,1345418
STM1261,STM1261,NC_003197.2,1345300,1345633,+,1345000,1345349
STM1262,STM1262,NC_003197.2,1345637,1345710,+,1345337,1345686
STM1263,STM1263,NC_003197.2,1345815,1346477,+,1345515,1345864
STM1264,aadA,NC_003197.2,1346579,1347374,+,1346279,1346628
STM1265,STM1265,NC_003197.2,1347512,1348112,+,1347212,1347561
STM1266,STM1266,NC_003197.2,1348176,1349029,+,1347876,1348225
STM1267,STM1267,NC_003197.2,1349284,1349542,-,1349492,1349841
STM1268,STM1268,NC_003197.2,1349611,1349764,-,1349714,1350063
STM1269,STM1269,NC_003197.2,1349836,1350388,+,1349536,1349885
STM1270,yeaS,NC_003197.2,1350570,1351223,+,1350270,1350619
STM1271,yeaR,NC_003197.2,1351385,1351758,+,1351085,1351434
STM1272,yoaG,NC_003197.2,1351745,1351943,+,1351445,1351794
STM1273,STM1273,NC_003197.2,1352168,1352814,+,1351868,1352217
STM1274,yeaQ,NC_003197.2,1353120,1353377,+,1352820,1353169
STM1275,yaoF,NC_003197.2,1353799,1354061,+,1353499,1353848
STM1276,STM1276,NC_003197.2,1354125,1354441,+,1353825,1354174
STM1277,yeaO,NC_003197.2,1354427,1354786,-,1354736,1355085
STM1278,yeaN,NC_003197.2,1354893,1356094,-,1356044,1356393
STM1279,yeaM,NC_003197.2,1356166,1356972,+,1355866,1356215
STM1280,yeaL,NC_003197.2,1356952,1357398,-,1357348,1357697
STM1281,STM1281,NC_003197.2,1357592,1357711,+,1357292,1357641
STM1282,yeaK,NC_003197.2,1357708,1358240,-,1358190,1358539
STM1283,yeaJ,NC_003197.2,1358276,1359786,-,1359736,1360085
STM1284,yeaH,NC_003197.2,1360410,1361707,-,1361657,1362006
STM1285,yeaG,NC_003197.2,1361819,1363767,-,1363717,1364066
STM1286,mipA,NC_003197.2,1364165,1364926,+,1363865,1364214
STM1287,STM1287,NC_003197.2,1365216,1366412,+,1364916,1365265
STM1288,STM1288,NC_003197.2,1366503,1367366,+,1366203,1366552
STM1289,yeaD,NC_003197.2,1367465,1368361,-,1368311,1368660
STM1290,gapA,NC_003197.2,1368684,1369691,-,1369641,1369990
STM1291,yeaA,NC_003197.2,1369983,1370434,+,1369683,1370032
STM1292,yeaC,NC_003197.2,1370460,1370754,+,1370160,1370509
STM1293,pncA,NC_003197.2,1371106,1371774,-,1371724,1372073
STM1294,ansA,NC_003197.2,1371789,1372822,-,1372772,1373121
STM1295,sppA,NC_003197.2,1372901,1374769,-,1374719,1375068
STM1296,ydjA,NC_003197.2,1374917,1375482,+,1374617,1374966
STM1297,selD,NC_003197.2,1375588,1376643,+,1375288,1375637
STM1298,topB,NC_003197.2,1376648,1378597,+,1376348,1376697
STM1299,gdhA,NC_003197.2,1378627,1379985,-,1379935,1380284
STM1300,STM1300,NC_003197.2,1380198,1380484,+,1379898,1380247
STM1301,STM1301,NC_003197.2,1380444,1380860,-,1380810,1381159
STM1302,xthA,NC_003197.2,1380933,1381751,-,1381701,1382050
STM1303,astC,NC_003197.2,1382176,1383411,+,1381876,1382225
STM1304,astA,NC_003197.2,1383392,1384436,+,1383092,1383441
STM1305,astD,NC_003197.2,1384419,1385911,+,1384119,1384468
STM1306,astB,NC_003197.2,1385900,1387251,+,1385600,1385949
STM1307,astE,NC_003197.2,1387231,1388212,+,1386931,1387280
STM1308,spy,NC_003197.2,1388532,1389033,+,1388232,1388581
STM1309,STM1309,NC_003197.2,1389108,1390016,-,1389966,1390315
STM1310,nadE,NC_003197.2,1390110,1390948,-,1390898,1391247
STM1311,osmE,NC_003197.2,1391028,1391497,+,1390728,1391077
STM1312,celA,NC_003197.2,1391785,1392118,+,1391485,1391834
STM1313,celB,NC_003197.2,1392187,1393559,+,1391887,1392236
STM1314,celC,NC_003197.2,1393599,1393957,+,1393299,1393648
STM1315,celD,NC_003197.2,1393958,1394810,+,1393658,1394007
STM1316,celF,NC_003197.2,1394923,1396290,+,1394623,1394972
STM1317,celG,NC_003197.2,1396293,1397061,+,1395993,1396342
STM1318,katE,NC_003197.2,1397105,1399372,-,1399322,1399671
STM1319,cedA,NC_003197.2,1399662,1399964,+,1399362,1399711
STM1320,ydjN,NC_003197.2,1400066,1401470,-,1401420,1401769
STM1321,ydjM,NC_003197.2,1401594,1402193,-,1402143,1402492
STM1322,yniC,NC_003197.2,1402331,1403013,-,1402963,1403312
STM1323,yniB,NC_003197.2,1403137,1403684,+,1402837,1403186
STM1324,STM1324,NC_003197.2,1403727,1404602,-,1404552,1404901
STM1325,ydiZ,NC_003197.2,1404694,1404994,-,1404944,1405293
STM1326,pfkB,NC_003197.2,1405081,1406025,-,1405975,1406324
STM1327,ydiY,NC_003197.2,1406287,1407060,+,1405987,1406336
STM1328,STM1328,NC_003197.2,1407109,1408075,-,1408025,1408374
STM1329,STM1329,NC_003197.2,1408204,1408525,+,1407904,1408253
STM1330,STM1330,NC_003197.2,1408515,1409376,+,1408215,1408564
STM1331,STM1331,NC_003197.2,1409545,1409755,+,1409245,1409594
STM1332,rfc,NC_003197.2,1410078,1411306,-,1411256,1411605
STM1333,thrS,NC_003197.2,1412182,1414121,+,1411882,1412231
STM1334,infC,NC_003197.2,1414213,1414667,+,1413913,1414262
STM1335,rpmI,NC_003197.2,1414748,1414960,+,1414448,1414797
STM1336,rplT,NC_003197.2,1414998,1415367,+,1414698,1415047
STM1337,pheS,NC_003197.2,1415659,1416652,+,1415359,1415708
STM1338,pheT,NC_003197.2,1416656,1419055,+,1416356,1416705
STM1339,himA,NC_003197.2,1418921,1419359,+,1418621,1418970
STM1340,btuC,NC_003197.2,1419553,1420542,+,1419253,1419602
STM1341,btuE,NC_003197.2,1420622,1421185,+,1420322,1420671
STM1342,btuD,NC_003197.2,1421185,1421934,+,1420885,1421234
STM1343,nlpC,NC_003197.2,1421996,1422475,+,1421696,1422045
STM1344,ydiV,NC_003197.2,1422781,1423502,+,1422481,1422830
STM1345,ydiU,NC_003197.2,1423553,1425006,+,1423253,1423602
STM1346,ydiE,NC_003197.2,1425041,1425232,-,1425182,1425531
STM1347,aroH,NC_003197.2,1425389,1426471,-,1426421,1426770
STM1348,ydiA,NC_003197.2,1426591,1427437,-,1427387,1427736
STM1349,pps,NC_003197.2,1427610,1430139,+,1427310,1427659
STM1350,ydiD,NC_003197.2,1430181,1431833,-,1431783,1432132
STM1351,ydiT,NC_003197.2,1431911,1432220,-,1432170,1432519
STM1352,ydiS,NC_003197.2,1432201,1433501,-,1433451,1433800
STM1353,ydiR,NC_003197.2,1433544,1434495,-,1434445,1434794
STM1354,ydiQ,NC_003197.2,1434501,1435276,-,1435226,1435575
STM1355,ydiP,NC_003197.2,1435719,1436618,+,1435419,1435768
STM1356,ydiO,NC_003197.2,1436694,1437858,-,1437808,1438157
STM1357,ydiF,NC_003197.2,1437859,1439412,-,1439362,1439711
STM1358,aroD,NC_003197.2,1439608,1440377,-,1440327,1440676
STM1359,ydiB,NC_003197.2,1440411,1441289,-,1441239,1441588
STM1360,ydiN,NC_003197.2,1441344,1442595,-,1442545,1442894
STM1361,ydiM,NC_003197.2,1442943,1444162,-,1444112,1444461
STM1362,ydiL,NC_003197.2,1444295,1444654,-,1444604,1444953
STM1363,rprA,NC_003197.2,1444822,1444928,-,1444878,1445227
STM1364,ydiK,NC_003197.2,1445112,1446246,-,1446196,1446545
STM1365,ydiJ,NC_003197.2,1446477,1449551,+,1446177,1446526
STM1366,STM1366,NC_003197.2,1449534,1449958,+,1449234,1449583
STM1367,ydiH,NC_003197.2,1450009,1450245,+,1449709,1450058
STM1368,STM1368,NC_003197.2,1450533,1451885,-,1451835,1452184
STM1369,sufA,NC_003197.2,1452295,1452674,+,1451995,1452344
STM1370,sufB,NC_003197.2,1452672,1454170,+,1452372,1452721
STM1371,sufC,NC_003197.2,1454176,1454933,+,1453876,1454225
STM1372,sufD,NC_003197.2,1454895,1456179,+,1454595,1454944
STM1373,sufS,NC_003197.2,1456163,1457396,+,1455863,1456212
STM1374,ynhA,NC_003197.2,1457401,1457825,+,1457101,1457450
STM1375,ynhG,NC_003197.2,1457967,1458981,+,1457667,1458016
STM1376,lppB,NC_003197.2,1459048,1459287,-,1459237,1459586
STM1377,lpp,NC_003197.2,1459370,1459619,-,1459569,1459918
STM1378,pykF,NC_003197.2,1459917,1461452,-,1461402,1461751
STM1379,orf48,NC_003197.2,1461731,1463080,-,1463030,1463379
STM1380,orf32,NC_003197.2,1463096,1463992,-,1463942,1464291
STM1381,orf245,NC_003197.2,1464048,1464792,-,1464742,1465091
STM1382,orf408,NC_003197.2,1464797,1466030,-,1465980,1466329
STM1383,ttrA,NC_003197.2,1466346,1469416,-,1469366,1469715
STM1384,ttrC,NC_003197.2,1469401,1470431,-,1470381,1470730
STM1385,ttrB,NC_003197.2,1470424,1471176,-,1471126,1471475
STM1386,ttrS,NC_003197.2,1471334,1473118,+,1471034,1471383
STM1387,ttrR,NC_003197.2,1473088,1473713,+,1472788,1473137
STM1388,orf70,NC_003197.2,1473792,1474023,+,1473492,1473841
STM1389,orf319,NC_003197.2,1474119,1475089,-,1475039,1475388
STM1390,orf242,NC_003197.2,1475251,1475979,-,1475929,1476278
STM1391,ssrB,NC_003197.2,1476158,1476801,-,1476751,1477100
STM1392,ssrA,NC_003197.2,1476827,1479596,-,1479546,1479895
STM1393,ssaB,NC_003197.2,1479990,1480391,+,1479690,1480039
STM1394,ssaC,NC_003197.2,1480387,1481886,+,1480087,1480436
STM1395,ssaD,NC_003197.2,1481867,1483078,+,1481567,1481916
STM1396,ssaE,NC_003197.2,1483080,1483328,+,1482780,1483129
STM1397,sseA,NC_003197.2,1483585,1483918,+,1483285,1483634
STM1398,sseB,NC_003197.2,1483919,1484515,+,1483619,1483968
STM1399,sscA,NC_003197.2,1484507,1484985,+,1484207,1484556
STM1400,sseC,NC_003197.2,1484980,1486442,+,1484680,1485029
STM1401,sseD,NC_003197.2,1486451,1487045,+,1486151,1486500
STM1402,sseE,NC_003197.2,1487042,1487464,+,1486742,1487091
STM1403,sscB,NC_003197.2,1487516,1487950,+,1487216,1487565
STM1404,sseF,NC_003197.2,1487962,1488748,+,1487662,1488011
STM1405,sseG,NC_003197.2,1488741,1489434,+,1488441,1488790
STM1406,ssaG,NC_003197.2,1489521,1489743,+,1489221,1489570
STM1407,ssaH,NC_003197.2,1489778,1490011,+,1489478,1489827
STM1408,ssaI,NC_003197.2,1490023,1490271,+,1489723,1490072
STM1409,ssaJ,NC_003197.2,1490262,1491017,+,1489962,1490311
STM1410,STM1410,NC_003197.2,1491035,1491583,+,1490735,1491084
STM1411,ssaK,NC_003197.2,1491574,1492254,+,1491274,1491623
STM1412,ssaL,NC_003197.2,1492216,1493236,+,1491916,1492265
STM1413,ssaM,NC_003197.2,1493288,1493662,+,1492988,1493337
STM1414,ssaV,NC_003197.2,1493640,1495692,+,1493340,1493689
STM1415,ssaN,NC_003197.2,1495674,1496983,+,1495374,1495723
STM1416,ssaO,NC_003197.2,1496986,1497363,+,1496686,1497035
STM1417,ssaP,NC_003197.2,1497339,1497718,+,1497039,1497388
STM1418,ssaQ,NC_003197.2,1497692,1498667,+,1497392,1497741
STM1419,ssaR,NC_003197.2,1498732,1499382,+,1498432,1498781
STM1420,ssaS,NC_003197.2,1499375,1499645,+,1499075,1499424
STM1421,ssaT,NC_003197.2,1499641,1500425,+,1499341,1499690
STM1422,ssaU,NC_003197.2,1500417,1501480,+,1500117,1500466
STM1423,valW,NC_003197.2,1501631,1501704,-,1501654,1502003
STM1424,valV,NC_003197.2,1501718,1501791,-,1501741,1502090
STM1425,ydhE,NC_003197.2,1501953,1503337,-,1503287,1503636
STM1426,ribE,NC_003197.2,1503529,1504184,+,1503229,1503578
STM1427,cfa,NC_003197.2,1504226,1505385,-,1505335,1505684
STM1428,ydhC,NC_003197.2,1505664,1506880,-,1506830,1507179
STM1429,ydhB,NC_003197.2,1506972,1507914,+,1506672,1507021
STM1430,purR,NC_003197.2,1507911,1509032,-,1508982,1509331
STM1431,sodB,NC_003197.2,1509404,1509998,-,1509948,1510297
STM1432,ydhO,NC_003197.2,1510112,1510966,-,1510916,1511265
STM1433,ydhD,NC_003197.2,1511254,1511615,+,1510954,1511303
STM1434,rnt,NC_003197.2,1511693,1512340,-,1512290,1512639
STM1435,gloA,NC_003197.2,1512441,1512861,-,1512811,1513160
STM1436,nemA,NC_003197.2,1512917,1514025,-,1513975,1514324
STM1437,ydhM,NC_003197.2,1514073,1514672,-,1514622,1514971
STM1438,ydhL,NC_003197.2,1514764,1515014,+,1514464,1514813
STM1439,ydhF,NC_003197.2,1515053,1515961,+,1514753,1515102
STM1440,sodC,NC_003197.2,1516033,1516562,+,1515733,1516082
STM1441,STM1441,NC_003197.2,1516538,1518583,-,1518533,1518882
STM1442,ydhJ,NC_003197.2,1518577,1519473,-,1519423,1519772
STM1443,ydhI,NC_003197.2,1519440,1519690,-,1519640,1519989
STM1444,slyA,NC_003197.2,1519865,1520311,+,1519565,1519914
STM1445,slyB,NC_003197.2,1520359,1520840,-,1520790,1521139
STM1446,ydhH,NC_003197.2,1521087,1522219,+,1520787,1521136
STM1447,ydhA,NC_003197.2,1522289,1522636,+,1521989,1522338
STM1448,pdxH,NC_003197.2,1522695,1523351,+,1522395,1522744
STM1449,tyrS,NC_003197.2,1523466,1524752,+,1523166,1523515
STM1450,pdxY,NC_003197.2,1524801,1525672,+,1524501,1524850
STM1451,gst,NC_003197.2,1525731,1526348,-,1526298,1526647
STM1452,ydgR,NC_003197.2,1526441,1527955,-,1527905,1528254
STM1453,nth,NC_003197.2,1528548,1529196,-,1529146,1529495
STM1454,ydgQ,NC_003197.2,1529183,1529888,-,1529838,1530187
STM1455,ydgP,NC_003197.2,1529878,1530509,-,1530459,1530808
STM1456,ydgO,NC_003197.2,1530502,1531569,-,1531519,1531868
STM1457,STM1457,NC_003197.2,1531561,1533778,-,1533728,1534077
STM1458,ydgM,NC_003197.2,1533761,1534358,-,1534308,1534657
STM1459,STM1459,NC_003197.2,1534339,1534931,-,1534881,1535230
STM1460,ydgK,NC_003197.2,1534997,1535448,-,1535398,1535747
STM1461,ydgT,NC_003197.2,1535526,1535756,-,1535706,1536055
STM1462,ydgJ,NC_003197.2,1536297,1537412,+,1535997,1536346
STM1463,add,NC_003197.2,1537487,1538488,-,1538438,1538787
STM1466,ydgA,NC_003197.2,1539192,1540713,-,1540663,1541012
STM1467,manA,NC_003197.2,1540803,1541990,-,1541940,1542289
STM1468,fumA,NC_003197.2,1542178,1543824,+,1541878,1542227
STM1469,fumC,NC_003197.2,1543884,1545395,+,1543584,1543933
STM1470,tus,NC_003197.2,1545392,1546321,-,1546271,1546620
STM1471,rstB,NC_003197.2,1546397,1547711,-,1547661,1548010
STM1472,STM1472,NC_003197.2,1547809,1549522,-,1549472,1549821
STM1473,ompN,NC_003197.2,1549668,1550813,-,1550763,1551112
STM1475,rstA,NC_003197.2,1551281,1552012,-,1551962,1552311
STM1476,ydgC,NC_003197.2,1552133,1552474,+,1551833,1552182
STM1477,ydgI,NC_003197.2,1552536,1553928,-,1553878,1554227
STM1478,ydgH,NC_003197.2,1554217,1555174,-,1555124,1555473
STM1479,pntA,NC_003197.2,1555562,1557217,+,1555262,1555611
STM1480,pntB,NC_003197.2,1557216,1558616,+,1556916,1557265
STM1481,STM1481,NC_003197.2,1558791,1559836,-,1559786,1560135
STM1482,ydgF,NC_003197.2,1560230,1560605,+,1559930,1560279
STM1483,ydgE,NC_003197.2,1560579,1560921,+,1560279,1560628
STM1484,STM1484,NC_003197.2,1560961,1561782,-,1561732,1562081
STM1485,STM1485,NC_003197.2,1562051,1562346,-,1562296,1562645
STM1486,ynfM,NC_003197.2,1562694,1563958,-,1563908,1564257
STM1487,ynfL,NC_003197.2,1564067,1564966,+,1563767,1564116
STM1488,mlc,NC_003197.2,1565081,1566314,+,1564781,1565130
STM1489,ynfK,NC_003197.2,1566428,1567135,+,1566128,1566477
STM1490,STM1490,NC_003197.2,1567091,1568380,-,1568330,1568679
STM1491,STM1491,NC_003197.2,1568516,1569670,-,1569620,1569969
STM1492,STM1492,NC_003197.2,1569664,1570318,-,1570268,1570617
STM1493,STM1493,NC_003197.2,1570321,1571230,-,1571180,1571529
STM1494,STM1494,NC_003197.2,1571252,1571968,-,1571918,1572267
STM1495,ynfI,NC_003197.2,1572267,1572881,-,1572831,1573180
STM1496,STM1496,NC_003197.2,1572924,1573794,-,1573744,1574093
STM1497,STM1497,NC_003197.2,1573783,1574412,-,1574362,1574711
STM1498,STM1498,NC_003197.2,1574411,1576846,-,1576796,1577145
STM1499,STM1499,NC_003197.2,1576945,1579395,-,1579345,1579694
STM1500,ynfD,NC_003197.2,1579540,1579857,-,1579807,1580156
STM1501,ynfC,NC_003197.2,1579943,1580662,+,1579643,1579992
STM1502,speG,NC_003197.2,1580703,1581274,-,1581224,1581573
STM1503,ynfB,NC_003197.2,1581299,1581652,-,1581602,1581951
STM1504,ynfA,NC_003197.2,1581793,1582119,+,1581493,1581842
STM1505,rspA,NC_003197.2,1582230,1583455,+,1581930,1582279
STM1506,rspB,NC_003197.2,1583454,1584485,+,1583154,1583503
STM1507,ydfJ,NC_003197.2,1584539,1585516,+,1584239,1584588
STM1508,ydfI,NC_003197.2,1586051,1587528,+,1585751,1586100
STM1509,ydfZ,NC_003197.2,1587595,1587812,-,1587762,1588111
STM1510,ydfH,NC_003197.2,1587979,1588673,-,1588623,1588972
STM1511,ydfG,NC_003197.2,1588795,1589554,-,1589504,1589853
STM1512,dcp,NC_003197.2,1589668,1591722,+,1589368,1589717
STM1513,STM1513,NC_003197.2,1592060,1592249,+,1591760,1592109
STM1514,ydeJ,NC_003197.2,1592369,1592911,-,1592861,1593210
STM1515,ydeI,NC_003197.2,1593312,1593715,+,1593012,1593361
STM1516,ydeE,NC_003197.2,1594407,1595602,-,1595552,1595901
STM1517,ydeD,NC_003197.2,1595813,1596724,+,1595513,1595862
STM1518,marB,NC_003197.2,1596843,1597070,-,1597020,1597369
STM1519,marA,NC_003197.2,1597087,1597540,-,1597490,1597839
STM1520,marR,NC_003197.2,1597490,1598122,-,1598072,1598421
STM1521,marC,NC_003197.2,1598164,1598848,+,1597864,1598213
STM1522,ydeA,NC_003197.2,1598895,1600085,-,1600035,1600384
STM1523,yneJ,NC_003197.2,1600201,1601082,-,1601032,1601381
STM1524,yneI,NC_003197.2,1601166,1602564,+,1600866,1601215
STM1525,yneH,NC_003197.2,1602625,1603563,+,1602325,1602674
STM1526,yneG,NC_003197.2,1603544,1603922,+,1603244,1603593
STM1527,STM1527,NC_003197.2,1604132,1605093,+,1603832,1604181
STM1528,STM1528,NC_003197.2,1605149,1605691,-,1605641,1605990
STM1529,STM1529,NC_003197.2,1605534,1605866,+,1605234,1605583
STM1530,STM1530,NC_003197.2,1606403,1607526,+,1606103,1606452
STM1531,STM1531,NC_003197.2,1607667,1608015,-,1607965,1608314
STM1532,STM1532,NC_003197.2,1608021,1608914,-,1608864,1609213
STM1533,STM1533,NC_003197.2,1608896,1609963,-,1609913,1610262
