Gene_ID,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
A628_RS20900,0,0,0,0,0,0,1
A628_RS20920,0,1,0,0,0,0,0
A628_RS20930,1,0,0,0,0,0,0
A628_RS20940,1,0,0,0,0,0,0
A628_RS20985,1,1,0,0,0,0,0
A628_RS20990,0,0,0,0,0,0,1
A628_RS21005,0,0,1,0,0,0,0
A628_RS21010,0,0,0,1,1,0,0
A628_RS21030,1,1,0,0,0,0,0
A628_RS21035,1,0,0,0,0,0,0
A628_RS21040,0,0,0,1,0,0,0
A628_RS21045,0,0,0,0,0,1,0
A628_RS21060,0,0,0,1,1,0,0
A628_RS21070,0,0,0,0,0,0,1
A628_RS21075,0,0,0,0,0,0,1
A628_RS21080,1,0,0,0,0,0,0
A628_RS21090,0,0,0,0,1,0,0
A628_RS21100,0,0,0,0,1,0,0
A628_RS21105,1,0,1,0,1,0,0
A628_RS21115,1,0,0,0,1,0,1
A628_RS21120,1,0,0,0,0,0,0
A628_RS21125,1,0,0,0,0,1,0
A628_RS21130,1,0,0,0,0,0,0
A628_RS21135,0,0,0,1,1,1,0
A628_RS21150,0,0,0,0,1,0,0
A628_RS21160,0,0,1,0,0,1,0
A628_RS21170,1,0,0,0,0,0,0
A628_RS21180,1,0,0,1,0,0,0
A628_RS21185,1,0,0,0,0,0,0
A628_RS21190,1,0,0,1,0,0,0
A628_RS21195,1,0,0,0,0,0,0
A628_RS21215,0,0,0,0,0,1,0
A628_RS21220,0,0,0,0,1,0,0
A628_RS21225,0,1,0,0,0,0,0
A628_RS21230,0,1,0,0,0,0,0
A628_RS21235,0,0,0,1,0,0,0
A628_RS21260,1,0,0,1,0,0,0
A628_RS21265,0,1,0,0,0,0,0
A628_RS21275,0,0,0,0,1,0,0
A628_RS21280,0,0,0,1,0,0,0
A628_RS21290,0,1,0,1,0,0,0
A628_RS21300,0,0,0,1,0,0,0
A628_RS21305,0,0,1,1,0,0,0
A628_RS21310,0,0,0,1,1,0,0
A628_RS21315,0,0,0,1,0,0,0
A628_RS21320,0,0,0,1,0,0,1
A628_RS21325,0,0,0,1,0,0,0
A628_RS21340,1,0,1,0,0,1,0
A628_RS21345,0,0,0,0,0,1,0
A628_RS21350,0,0,0,0,0,1,0
A628_RS21355,0,0,0,0,0,0,1
A628_RS21360,0,1,0,0,0,0,0
A628_RS21370,1,0,0,0,0,0,1
A628_RS21375,0,0,0,0,0,1,0
A628_RS21385,0,0,1,0,1,0,0
A628_RS21390,0,1,1,0,0,0,0
A628_RS21395,0,0,1,0,0,0,0
A628_RS21405,0,0,1,0,0,0,0
A628_RS21410,1,0,0,0,0,1,0
A628_RS21415,1,0,0,0,0,0,0
A628_RS21420,0,1,1,0,0,0,1
A628_RS21425,0,1,1,0,0,0,1
A628_RS21430,0,0,0,0,0,1,0
A628_RS21435,0,0,1,0,0,0,0
A628_RS21440,0,0,1,0,0,0,0
A628_RS21445,0,0,0,0,0,1,0
A628_RS21450,1,0,0,0,0,0,0
A628_RS21455,0,1,1,0,0,0,0
A628_RS21465,0,0,0,0,1,1,0
A628_RS21480,0,0,0,1,0,0,0
A628_RS21485,0,0,0,1,0,0,0
A628_RS21495,1,0,0,1,1,1,1
A628_RS21500,0,0,1,0,0,0,0
A628_RS21505,1,0,1,0,0,0,0
A628_RS21510,0,1,1,0,0,0,0
A628_RS21515,1,0,0,0,0,1,0
A628_RS21520,1,0,0,0,0,1,0
A628_RS21525,0,0,0,0,1,0,0
A628_RS21530,0,0,1,0,0,0,0
A628_RS21535,1,0,0,0,0,0,0
A628_RS21550,0,0,0,1,0,0,0
A628_RS21555,1,0,0,0,0,0,1
A628_RS21560,0,0,0,0,1,0,0
A628_RS21575,0,0,0,0,1,0,0
A628_RS21580,1,0,0,0,0,0,0
A628_RS21585,1,0,0,1,1,0,0
A628_RS21595,0,0,0,0,1,0,0
A628_RS21600,1,0,0,1,0,0,0
A628_RS21610,0,0,1,0,0,0,0
A628_RS21615,1,0,1,0,0,0,0
A628_RS21630,0,0,0,0,0,0,1
A628_RS21635,1,0,0,1,0,0,0
A628_RS21645,0,0,0,1,0,0,1
A628_RS21650,1,0,0,0,0,0,0
A628_RS21655,0,0,1,0,1,1,0
A628_RS21660,1,0,0,0,1,0,0
A628_RS21665,0,0,0,1,0,0,0
A628_RS21670,0,0,0,0,1,0,1
A628_RS21675,0,0,0,0,0,1,1
A628_RS21680,0,1,0,0,0,0,0
A628_RS21690,0,1,0,0,0,0,0
A628_RS21695,0,0,0,0,1,0,0
A628_RS21700,0,0,0,0,1,1,0
A628_RS21705,0,0,0,0,1,0,0
A628_RS21710,0,0,0,0,0,0,1
A628_RS21715,1,0,0,0,0,0,0
A628_RS21720,0,1,0,0,0,1,0
A628_RS21725,0,0,1,1,1,1,0
A628_RS21730,0,0,1,1,0,0,0
A628_RS21735,1,0,0,0,0,0,0
A628_RS21745,0,0,0,1,0,0,1
A628_RS21755,0,0,0,0,0,0,1
A628_RS21770,1,0,1,0,0,0,0
A628_RS21775,0,0,1,0,0,0,0
A628_RS21780,1,0,0,0,0,0,0
A628_RS21795,0,0,1,0,1,1,0
A628_RS21800,0,1,0,0,0,0,0
A628_RS21805,1,0,0,0,0,0,0
A628_RS21815,0,0,1,0,0,0,0
A628_RS21825,1,1,0,1,0,1,0
A628_RS21830,0,0,0,0,1,1,0
A628_RS21835,0,0,0,1,1,0,0
A628_RS21840,0,0,0,1,0,0,0
A628_RS21845,0,0,0,0,0,1,0
A628_RS21850,0,0,0,1,1,0,0
A628_RS21855,1,0,0,0,1,0,0
A628_RS21860,0,0,0,1,0,0,0
A628_RS21875,0,0,0,0,1,1,0
A628_RS21880,0,0,0,0,0,1,0
A628_RS21885,0,0,0,0,1,1,0
A628_RS21890,0,0,0,1,0,0,0
A628_RS21915,1,0,0,0,0,1,0
A628_RS21925,0,1,0,0,0,0,0
A628_RS21930,1,0,0,0,0,0,0
A628_RS21935,0,0,0,0,0,1,0
A628_RS21940,0,0,0,0,0,1,0
A628_RS21950,0,1,0,0,0,0,0
A628_RS21960,1,0,0,0,0,0,0
A628_RS21965,0,0,0,0,1,0,0
A628_RS21980,1,0,1,0,0,0,0
A628_RS21990,0,0,1,0,0,0,0
A628_RS22000,0,0,0,0,1,0,0
A628_RS22010,1,0,0,0,0,1,0
A628_RS22035,0,1,0,0,0,0,0
A628_RS22060,0,0,1,0,0,0,0
A628_RS22065,0,0,1,0,0,0,0
A628_RS22075,0,0,0,0,1,0,0
A628_RS22095,0,1,0,0,0,0,0
A628_RS22100,1,0,0,0,0,1,1
A628_RS22105,0,0,0,0,0,1,0
A628_RS22110,0,0,0,1,1,0,0
A628_RS22115,1,0,0,0,0,1,0
A628_RS22120,0,0,0,0,0,1,0
A628_RS22125,1,0,0,1,1,1,0
A628_RS22130,0,0,0,0,1,0,0
A628_RS22135,0,0,0,1,0,0,0
A628_RS22145,1,0,0,1,1,0,0
A628_RS22150,0,0,0,0,1,0,0
A628_RS22155,1,0,0,0,1,0,0
A628_RS22160,0,0,0,0,0,0,1
A628_RS22165,0,0,0,1,1,0,0
A628_RS22175,1,0,0,1,0,0,0
A628_RS22190,0,0,0,1,0,1,0
A628_RS22195,0,0,0,1,0,0,0
A628_RS22200,0,0,0,1,0,0,0
A628_RS22225,0,0,1,0,1,0,0
A628_RS22230,0,0,0,0,0,1,0
A628_RS22250,0,0,1,0,0,0,0
A628_RS22255,0,0,0,0,0,0,1
A628_RS22260,0,1,0,0,0,0,0
A628_RS22275,0,0,0,0,0,1,0
A628_RS22280,0,0,0,1,0,0,0
A628_RS22290,1,0,0,1,0,1,0
A628_RS22295,1,0,0,0,0,0,0
A628_RS22300,0,0,1,0,0,0,0
A628_RS22305,1,0,0,0,0,0,0
A628_RS22310,0,0,1,0,0,0,0
A628_RS22335,0,0,1,0,0,0,0
A628_RS22340,0,0,1,0,0,0,0
A628_RS22345,0,0,0,0,1,1,0
A628_RS22360,0,0,0,1,0,0,0
A628_RS22365,0,1,0,0,1,0,0
A628_RS22370,0,1,0,0,0,0,0
A628_RS22380,0,0,0,0,1,0,0
A628_RS22390,1,0,0,0,0,0,0
A628_RS22400,0,0,0,1,0,1,0
A628_RS22405,0,0,0,0,0,0,1
A628_RS22410,0,0,0,0,0,0,1
A628_RS22420,0,1,0,0,0,0,0
A628_RS22435,0,1,0,0,0,0,0
A628_RS22450,0,0,0,0,0,1,0
A628_RS22455,0,0,1,0,0,0,0
A628_RS22460,0,0,0,0,0,1,0
A628_RS22470,0,0,0,0,1,1,0
A628_RS22475,0,0,0,0,1,0,1
A628_RS22490,0,0,0,0,1,0,0
A628_RS22495,0,0,0,1,0,0,0
A628_RS22500,0,0,0,0,0,1,1
A628_RS22505,0,0,0,0,0,1,0
A628_RS22515,0,0,0,1,0,1,0
A628_RS22520,1,0,1,1,0,0,0
A628_RS22525,0,0,1,0,0,0,1
A628_RS22530,0,0,1,0,0,0,0
A628_RS22540,1,0,0,1,0,0,0
A628_RS22545,1,0,0,1,0,0,0
A628_RS22550,0,0,1,0,0,0,1
A628_RS22560,0,0,0,1,0,0,0
A628_RS22580,0,1,0,0,0,0,0
A628_RS22590,0,0,1,0,0,0,0
A628_RS22595,0,0,1,1,0,1,0
A628_RS22600,0,1,1,1,0,0,0
A628_RS22605,0,1,1,0,0,1,0
A628_RS22610,1,0,0,0,0,1,0
A628_RS22615,1,0,0,0,0,0,0
A628_RS22625,0,0,0,1,0,1,0
A628_RS22635,0,0,0,0,0,1,0
A628_RS22640,1,0,0,1,0,1,1
A628_RS22645,0,1,0,0,0,0,0
A628_RS22655,0,0,0,0,1,0,0
A628_RS22660,0,0,0,0,0,0,1
A628_RS22670,0,0,1,0,0,0,0
A628_RS22680,0,1,1,0,0,0,0
A628_RS22695,0,0,0,0,1,1,0
A628_RS22705,0,0,0,0,0,1,0
A628_RS22715,0,0,0,1,0,0,0
A628_RS22720,0,0,0,1,0,0,0
A628_RS22725,0,0,0,0,0,1,0
A628_RS22730,0,0,0,1,0,0,1
A628_RS22735,0,0,1,0,0,0,0
A628_RS22740,0,0,1,0,0,0,0
A628_RS22745,0,0,0,0,1,1,0
A628_RS22755,0,0,0,0,1,0,0
A628_RS22760,0,0,0,1,1,0,0
A628_RS22765,1,0,0,1,0,0,0
A628_RS22770,0,0,0,0,0,1,0
A628_RS22780,0,0,0,1,1,0,0
A628_RS22785,0,0,0,1,0,0,0
A628_RS22795,0,0,1,0,1,0,0
A628_RS22800,0,0,0,0,0,1,0
A628_RS22805,1,0,0,0,0,1,1
A628_RS22820,0,0,0,1,0,1,0
A628_RS22825,1,0,0,0,0,1,0
A628_RS22830,1,0,0,0,0,0,0
A628_RS22835,0,0,0,0,0,1,0
A628_RS22840,0,1,0,1,0,0,0
A628_RS22845,0,1,0,1,0,0,0
A628_RS22850,0,0,0,0,1,0,0
A628_RS22855,0,0,0,1,1,0,0
A628_RS22860,0,1,0,0,0,0,0
A628_RS22865,0,0,1,0,1,0,0
A628_RS22870,0,0,0,0,1,0,0
A628_RS22875,0,0,1,0,0,0,0
A628_RS22885,1,0,0,0,0,1,1
A628_RS22900,1,0,0,0,0,0,0
A628_RS22915,0,0,1,0,0,0,0
A628_RS22920,0,0,0,0,0,0,1
A628_RS22930,0,0,0,1,0,0,0
A628_RS22935,1,0,0,1,0,0,0
A628_RS22940,0,0,0,0,0,1,0
A628_RS22945,0,0,0,0,0,1,0
A628_RS22950,0,0,0,0,0,1,0
A628_RS22955,0,0,0,0,0,1,0
A628_RS22960,0,0,0,1,1,0,0
A628_RS22965,1,0,1,0,0,1,0
A628_RS22970,0,0,0,1,0,0,0
A628_RS22990,0,0,0,1,0,0,0
A628_RS23000,0,0,0,1,1,0,0
A628_RS23010,0,0,0,1,0,0,0
A628_RS23015,1,0,0,0,0,0,0
A628_RS23020,1,0,1,0,1,0,0
A628_RS23025,0,0,0,1,0,0,0
A628_RS23030,0,0,0,0,1,1,0
A628_RS23040,1,0,0,0,1,1,0
A628_RS23045,1,0,0,0,0,1,1
A628_RS23050,0,0,1,0,0,0,0
A628_RS23055,1,0,0,1,0,0,0
A628_RS23065,1,0,0,1,0,0,0
A628_RS23070,0,0,0,1,0,0,0
A628_RS23075,0,0,0,0,1,0,0
A628_RS23080,0,0,0,0,1,1,0
A628_RS23085,0,0,0,1,0,0,0
A628_RS23090,0,0,0,0,0,1,0
A628_RS23110,0,0,0,1,1,0,0
A628_RS23140,0,0,0,0,0,1,0
A628_RS23145,0,1,1,1,0,0,1
A628_RS23150,0,0,0,1,0,0,0
A628_RS23165,0,0,0,1,0,0,0
A628_RS23170,0,0,0,1,0,0,0
A628_RS23175,0,0,0,1,0,0,0
A628_RS23185,0,0,1,1,0,1,0
A628_RS23190,0,0,0,0,0,1,0
A628_RS23195,1,0,0,0,0,0,0
A628_RS23235,1,0,0,0,0,0,0
A628_RS23240,0,0,0,1,1,0,0
A628_RS23245,0,0,0,1,0,0,0
A628_RS23255,0,0,0,0,1,1,0
A628_RS23275,0,0,0,0,1,0,0
A628_RS23280,0,0,0,0,1,0,0
A628_RS23285,0,0,0,1,0,1,0
A628_RS23290,1,0,0,0,0,0,0
A628_RS23295,0,0,1,0,1,0,0
A628_RS23300,0,0,1,0,1,0,0
A628_RS23305,0,1,1,0,0,0,0
A628_RS23310,0,0,0,0,0,0,1
A628_RS23315,0,0,0,0,1,0,0
A628_RS23330,0,0,0,0,0,1,0
A628_RS23340,1,0,0,0,0,0,0
A628_RS23355,1,0,0,0,0,0,0
A628_RS23360,1,0,0,0,0,0,0
A628_RS23375,0,0,0,0,0,1,0
A628_RS23385,0,0,0,0,1,0,0
A628_RS23390,0,1,0,0,0,1,0
A628_RS23395,0,1,0,0,0,1,1
A628_RS23400,0,1,0,0,1,0,0
A628_RS23405,1,0,0,0,0,0,0
A628_RS23410,1,1,0,0,0,1,0
A628_RS23415,1,0,0,1,0,0,0
A628_RS23420,1,1,0,0,0,0,0
A628_RS23425,0,1,1,1,0,1,1
A628_RS23445,0,0,0,0,0,1,1
A628_RS23450,0,0,1,0,0,0,0
A628_RS23455,0,0,1,0,0,0,0
A628_RS23465,1,0,0,0,1,1,0
A628_RS23470,1,0,0,0,0,0,0
A628_RS23485,0,0,0,0,0,1,0
A628_RS23490,1,0,0,0,0,0,0
A628_RS23500,0,0,0,0,1,1,0
A628_RS23505,0,0,1,0,0,0,0
A628_RS23510,0,0,1,0,0,0,0
A628_RS23535,0,0,1,0,0,1,0
A628_RS23545,0,0,0,0,1,1,0
A628_RS23555,1,0,0,0,0,0,0
A628_RS23560,0,0,0,0,0,1,0
A628_RS23565,0,0,1,0,0,0,0
A628_RS23570,1,0,0,0,0,0,0
A628_RS23575,0,0,1,1,0,1,1
A628_RS23585,1,0,0,0,0,0,0
A628_RS23590,0,0,0,1,0,0,0
A628_RS23595,0,0,0,1,0,0,0
A628_RS23600,0,0,0,0,0,1,0
A628_RS23605,0,0,0,0,0,1,1
A628_RS23615,0,0,0,0,1,1,0
A628_RS23620,0,0,0,0,0,1,0
A628_RS23625,0,1,0,0,0,1,0
A628_RS23630,0,0,0,0,0,1,0
A628_RS23635,0,0,0,0,0,1,0
A628_RS23650,0,0,0,0,0,1,0
A628_RS23665,0,0,0,0,0,0,1
A628_RS23670,0,0,0,1,0,1,0
A628_RS23675,0,0,0,0,0,0,1
A628_RS23680,0,0,0,0,1,0,0
A628_RS23690,0,0,1,0,0,0,0
A628_RS23700,0,0,0,0,1,1,0
A628_RS23705,1,0,0,0,0,0,0
A628_RS23710,0,0,1,0,0,1,0
A628_RS23715,0,0,0,0,1,0,0
A628_RS23720,0,0,0,1,0,0,0
A628_RS23725,1,0,1,0,0,0,0
A628_RS23740,0,0,0,0,0,1,0
A628_RS23750,0,0,1,0,0,1,0
A628_RS23770,1,0,0,0,1,1,0
A628_RS23780,0,0,0,0,0,1,0
A628_RS23785,0,0,0,0,0,1,0
A628_RS23800,0,0,1,0,0,0,0
A628_RS23805,0,0,0,1,1,0,1
A628_RS23810,0,1,0,1,0,1,0
A628_RS23815,0,1,0,1,0,0,0
A628_RS23825,0,1,0,0,0,0,0
A628_RS23835,0,1,0,0,0,0,0
A628_RS23840,0,1,0,1,0,0,0
A628_RS23845,0,0,1,1,0,0,0
A628_RS23850,0,0,1,0,0,0,0
A628_RS23855,0,1,0,0,0,0,0
A628_RS23895,1,1,0,0,0,0,0
A628_RS23910,0,1,0,0,0,0,1
A628_RS23925,0,0,0,1,0,0,0
A628_RS23930,0,0,0,0,1,0,0
A628_RS24070,0,0,1,0,0,0,0
A628_RS24175,0,1,0,0,0,0,0
A628_RS24460,0,1,0,0,1,1,0
A628_RS24920,0,0,0,0,0,1,0
A628_RS25110,0,0,1,0,0,0,0
A628_RS25140,0,0,1,0,0,0,0
A628_RS25180,0,0,0,1,0,0,0
A628_RS25385,1,0,0,0,0,0,0
A628_RS25565,0,0,0,0,1,0,0
A628_RS25575,0,0,0,0,1,0,0
A628_RS25610,0,0,1,0,0,0,0
A628_RS25635,0,0,1,0,0,0,1
A628_RS25660,1,0,0,0,0,0,0
A628_RS25665,0,0,1,0,1,1,0
A628_RS25680,0,0,1,0,0,0,0
A628_RS25695,0,0,0,0,1,0,0
A628_RS25790,0,1,0,0,0,0,0
A628_RS25800,0,0,0,0,1,0,0
A628_RS25835,0,0,0,1,0,0,0
A628_RS25845,1,0,0,0,0,0,0
A628_RS25870,0,0,0,1,0,1,1
A628_RS25875,0,0,0,1,0,0,0
A628_RS25900,0,1,1,0,0,0,0
A628_RS25915,0,0,0,1,0,0,0
A628_RS25920,0,0,1,1,0,0,0
A628_RS25925,0,0,0,0,0,1,0
A628_RS25935,0,0,0,0,0,1,0
A628_RS25980,1,0,1,0,0,0,0
A628_RS25990,0,0,0,1,0,1,0
A628_RS26030,0,1,1,0,0,0,0
A628_RS26035,0,0,0,0,1,0,0
A628_RS26050,0,0,1,0,0,0,0
A628_RS26055,0,0,1,0,0,0,0
A628_RS26060,0,0,1,0,0,0,0
A628_RS26090,0,0,0,1,0,0,0
A628_RS26100,0,0,0,1,0,0,1
A628_RS26165,0,0,0,0,1,0,0
A628_RS26170,0,0,0,1,1,0,0
A628_RS26220,0,0,0,0,0,1,0
A628_RS26225,0,0,0,0,0,1,0
A628_RS26240,0,1,0,0,0,0,0
A628_RS26255,0,0,0,0,1,0,0
A628_RS26290,0,0,1,0,0,0,0
A628_RS26295,0,0,0,0,0,1,0
A628_RS26305,0,0,0,1,0,0,0
A628_RS26340,0,0,1,0,1,0,0
A628_RS26345,0,0,0,1,0,0,1
A628_RS26365,0,1,0,0,0,0,0
A628_RS26380,1,0,0,0,0,1,0
A628_RS26385,1,0,0,1,0,0,1
A628_RS26395,0,0,0,0,0,1,0
A628_RS26400,0,0,1,0,0,0,0
A628_RS26410,1,0,1,0,1,0,0
A628_RS26415,0,0,0,1,1,0,0
A628_RS26425,1,0,0,0,0,0,0
A628_RS26445,0,0,0,1,0,0,0
A628_RS26530,0,0,1,0,0,0,0
A628_RS26555,0,1,0,0,0,1,0
A628_RS26560,0,0,1,0,0,0,0
A628_RS26575,0,0,0,0,1,0,0
A628_RS26585,0,1,1,0,1,0,0
A628_RS26590,0,0,0,1,1,0,0
A628_RS26595,0,0,0,1,0,0,0
A628_RS26605,0,0,1,0,0,0,0
A628_RS26635,0,0,1,0,0,0,0
A628_RS26640,0,0,1,0,0,0,0
A628_RS26655,0,0,0,0,1,0,0
A628_RS26685,0,0,1,0,0,0,0
A628_RS26690,0,0,1,0,0,0,0
A628_RS26695,1,1,0,0,0,0,0
A628_RS26770,0,0,1,1,0,0,0
A628_RS26790,1,0,0,0,0,0,0
A628_RS26820,0,0,1,0,0,0,0
A628_RS26850,0,0,1,0,0,1,0
A628_RS26865,0,0,0,0,1,0,0
A628_RS26930,0,0,0,0,0,0,1
A628_RS26940,0,0,1,0,0,0,1
A628_RS26945,0,0,0,0,1,0,0
A628_RS26960,1,0,0,0,0,0,0
ABUJ63_RS00005,0,0,0,0,0,0,1
ABUJ63_RS00010,0,0,0,0,0,0,1
ABUJ63_RS00015,1,1,0,0,0,0,1
ABUJ63_RS00020,1,0,0,0,0,0,0
ABUJ63_RS00035,1,0,0,0,0,0,0
ABUJ63_RS00045,1,0,0,0,0,0,0
ABUJ63_RS00065,0,0,0,0,0,1,0
ABUJ63_RS00070,1,0,0,0,0,1,0
ABUJ63_RS00075,1,0,0,0,0,0,1
ABUJ63_RS00080,1,0,0,0,1,0,0
ABUJ63_RS00085,1,0,0,0,1,0,0
ABUJ63_RS00090,1,0,0,0,1,0,0
ABUJ63_RS00095,0,1,0,0,0,0,1
ABUJ63_RS00100,0,1,0,0,0,0,1
ABUJ63_RS00105,0,0,0,0,1,0,0
ABUJ63_RS00110,0,1,0,0,1,0,0
ABUJ63_RS00120,0,0,0,0,1,0,0
ABUJ63_RS00125,1,0,0,0,1,1,1
ABUJ63_RS00130,0,0,0,0,0,1,0
ABUJ63_RS00135,0,0,0,1,0,0,0
ABUJ63_RS00140,0,0,0,0,0,1,0
ABUJ63_RS00145,0,0,0,1,0,0,0
ABUJ63_RS00150,1,0,0,0,1,0,0
ABUJ63_RS00155,0,0,0,0,1,0,0
ABUJ63_RS00160,0,0,0,1,0,0,0
ABUJ63_RS00175,0,0,0,0,0,0,1
ABUJ63_RS00180,0,0,0,0,0,1,0
ABUJ63_RS00195,1,0,0,0,0,0,0
ABUJ63_RS00200,1,0,0,0,0,0,0
ABUJ63_RS00205,0,0,0,1,0,0,0
ABUJ63_RS00210,0,0,0,1,0,0,0
ABUJ63_RS00215,0,0,0,0,0,0,1
ABUJ63_RS00220,0,0,0,0,0,0,1
ABUJ63_RS00225,0,0,0,1,1,0,0
ABUJ63_RS00230,0,0,0,1,0,0,0
ABUJ63_RS00240,0,0,0,0,1,0,1
ABUJ63_RS00245,0,0,0,0,1,1,0
ABUJ63_RS00250,0,1,1,0,0,0,0
ABUJ63_RS00255,1,0,0,0,0,0,0
ABUJ63_RS00270,0,0,1,0,0,0,0
ABUJ63_RS00275,0,0,1,0,0,0,0
ABUJ63_RS00280,0,0,0,0,1,0,0
ABUJ63_RS00285,0,0,1,0,0,0,0
ABUJ63_RS00290,0,0,0,1,0,0,0
ABUJ63_RS00295,1,0,0,0,1,1,0
ABUJ63_RS00300,0,0,1,1,0,1,0
ABUJ63_RS00305,0,0,0,1,0,0,0
ABUJ63_RS00315,0,0,1,0,0,0,0
ABUJ63_RS00320,1,0,1,0,1,0,0
ABUJ63_RS00325,1,0,0,0,0,0,0
ABUJ63_RS00335,0,0,0,0,1,0,0
ABUJ63_RS00340,0,0,0,0,1,0,0
ABUJ63_RS00345,0,1,1,0,1,0,0
ABUJ63_RS00355,0,0,0,0,1,0,0
ABUJ63_RS00370,0,0,0,0,1,1,0
ABUJ63_RS00375,0,0,0,0,1,1,0
ABUJ63_RS00390,0,0,1,0,0,0,1
ABUJ63_RS00400,0,0,1,0,1,0,0
ABUJ63_RS00415,0,1,0,0,0,0,0
ABUJ63_RS00420,0,1,0,1,0,0,0
ABUJ63_RS00425,0,0,1,0,0,0,1
ABUJ63_RS00440,0,0,0,0,0,0,1
ABUJ63_RS00445,0,0,0,1,0,0,0
ABUJ63_RS00455,0,0,0,1,0,0,0
ABUJ63_RS00470,1,0,1,0,0,0,0
ABUJ63_RS00475,0,1,0,0,0,0,0
ABUJ63_RS00480,0,1,0,0,0,0,0
ABUJ63_RS00485,0,1,0,0,0,0,0
ABUJ63_RS00490,0,0,0,0,1,0,0
ABUJ63_RS00505,1,1,0,0,0,0,0
ABUJ63_RS00510,1,1,0,0,0,0,0
ABUJ63_RS00515,0,0,1,0,0,0,0
ABUJ63_RS00520,0,0,1,0,0,0,0
ABUJ63_RS00525,1,0,0,0,0,0,0
ABUJ63_RS00530,0,1,0,0,1,0,0
ABUJ63_RS00535,0,0,0,0,0,0,1
ABUJ63_RS00540,0,0,0,0,0,0,1
ABUJ63_RS00555,1,0,0,0,1,0,0
ABUJ63_RS00575,0,1,0,0,0,0,0
ABUJ63_RS00580,0,0,0,0,1,0,0
ABUJ63_RS00590,0,0,0,1,0,0,1
ABUJ63_RS00605,0,0,1,0,0,0,0
ABUJ63_RS00610,0,0,1,0,0,0,0
ABUJ63_RS00615,0,1,0,0,0,0,0
ABUJ63_RS00630,0,0,0,0,0,1,1
ABUJ63_RS00635,0,0,0,0,0,0,1
ABUJ63_RS00650,1,0,1,0,1,0,1
ABUJ63_RS00655,0,0,0,0,1,0,0
ABUJ63_RS00660,0,0,0,0,1,0,0
ABUJ63_RS00665,0,0,1,0,0,1,0
ABUJ63_RS00670,0,0,1,0,0,1,0
ABUJ63_RS00675,0,1,1,0,1,0,0
ABUJ63_RS00685,1,0,0,0,1,0,0
ABUJ63_RS00690,0,0,1,1,0,0,1
ABUJ63_RS00695,0,0,1,0,0,0,0
ABUJ63_RS00710,1,1,0,0,0,0,0
ABUJ63_RS00715,1,1,1,0,0,0,0
ABUJ63_RS00725,0,1,0,1,0,1,0
ABUJ63_RS00730,0,0,0,0,0,1,0
ABUJ63_RS00740,1,1,0,0,1,0,0
ABUJ63_RS00745,1,1,0,0,1,0,0
ABUJ63_RS00750,1,0,0,0,0,0,0
ABUJ63_RS00755,1,0,0,0,0,0,1
ABUJ63_RS00760,1,0,0,0,0,0,0
ABUJ63_RS00765,1,1,1,1,0,0,0
ABUJ63_RS00775,0,0,0,1,0,0,0
ABUJ63_RS00780,0,1,0,0,0,0,0
ABUJ63_RS00785,0,1,0,0,0,0,0
ABUJ63_RS00795,0,0,0,0,1,0,0
ABUJ63_RS00800,1,0,0,1,1,0,0
ABUJ63_RS00805,1,0,0,0,0,0,0
ABUJ63_RS00810,1,0,0,0,0,0,0
ABUJ63_RS00825,0,0,0,0,0,0,1
ABUJ63_RS00830,0,0,0,0,0,0,1
ABUJ63_RS00845,0,0,0,0,1,0,0
ABUJ63_RS00855,1,0,0,0,0,0,0
ABUJ63_RS00860,0,0,0,1,0,1,0
ABUJ63_RS00875,0,0,1,0,0,0,0
ABUJ63_RS00880,0,0,1,0,0,1,0
ABUJ63_RS00905,0,0,0,0,1,0,0
ABUJ63_RS00910,0,0,0,0,1,0,0
ABUJ63_RS00915,0,0,0,1,0,0,0
ABUJ63_RS00920,0,0,0,1,0,1,0
ABUJ63_RS00935,0,0,0,1,0,0,0
ABUJ63_RS00950,1,0,0,0,0,0,0
ABUJ63_RS00965,1,1,0,0,0,0,0
ABUJ63_RS00970,0,0,1,1,1,0,0
ABUJ63_RS00975,0,0,0,0,0,0,1
ABUJ63_RS00980,0,1,0,0,0,0,0
ABUJ63_RS00985,0,0,0,0,1,0,0
ABUJ63_RS00990,1,0,0,1,0,0,0
ABUJ63_RS00995,0,0,0,1,0,0,0
ABUJ63_RS01000,0,0,0,1,0,0,0
ABUJ63_RS01005,0,0,0,0,0,1,0
ABUJ63_RS01020,0,0,0,1,0,0,0
ABUJ63_RS01025,0,0,0,0,0,0,1
ABUJ63_RS01030,0,1,1,0,0,0,0
ABUJ63_RS01035,0,0,1,0,1,0,0
ABUJ63_RS01040,0,0,1,0,1,0,0
ABUJ63_RS01050,0,0,0,1,1,1,0
ABUJ63_RS01055,0,0,0,1,0,1,0
ABUJ63_RS01060,0,0,0,1,0,0,1
ABUJ63_RS01070,0,0,1,0,0,0,0
ABUJ63_RS01075,0,1,1,0,0,0,0
ABUJ63_RS01080,0,0,0,1,0,0,0
ABUJ63_RS01085,1,0,0,0,0,0,0
ABUJ63_RS01090,0,0,0,1,0,0,0
ABUJ63_RS01095,0,0,0,0,0,1,0
ABUJ63_RS01110,1,0,0,1,0,0,0
ABUJ63_RS01115,0,1,1,0,0,0,1
ABUJ63_RS01140,0,0,1,0,0,0,0
